date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:23:23	447025/447025	---M--	200	added ('OK')	image/png	etag:%22688ba464-6d231%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1t1.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1t1.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:24	5832/5832	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-16c8%22	https://argotrading.mstoolsnetshop.com/temp/custom/imge2.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/imge2.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:24	5917/5917	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-171d%22	https://argotrading.mstoolsnetshop.com/temp/custom/imge1.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/imge1.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:24	6599/6599	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-19c7%22	https://argotrading.mstoolsnetshop.com/temp/custom/imge3.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/imge3.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:25	4254/4254	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-109e%22	https://argotrading.mstoolsnetshop.com/temp/custom/imge4.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/imge4.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:25	7183/7183	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-1c0f%22	https://argotrading.mstoolsnetshop.com/temp/custom/imge5.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/imge5.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:25	4571/4571	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-11db%22	https://argotrading.mstoolsnetshop.com/temp/custom/jenny.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/jenny.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:25	6667/6667	---M--	200	added ('OK')	image/jpeg	etag:%22688ba465-1a0b%22	https://argotrading.mstoolsnetshop.com/temp/custom/mike.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/mike.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:26	6693/6693	---M--	200	added ('OK')	image/jpeg	etag:%22688ba464-1a25%22	https://argotrading.mstoolsnetshop.com/temp/custom/kathy.jpg	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/kathy.jpg	(from https://argotrading.mstoolsnetshop.com/)
03:23:26	9943/9943	---M--	200	added ('OK')	image/png	etag:%22688ba464-26d7%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/btc.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/btc.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:26	10180/10180	---M--	200	added ('OK')	image/png	etag:%22688ba464-27c4%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/eth.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/eth.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:27	22098/22098	---M--	200	added ('OK')	image/png	etag:%22688ba464-5652%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/doge.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/doge.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:27	12050/12050	---M--	200	added ('OK')	image/png	etag:%22688ba464-2f12%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/bch.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/bch.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:27	10089/10089	---M--	200	added ('OK')	image/png	etag:%22688ba464-2769%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/usdt.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/usdt.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:27	9524/9524	---M--	200	added ('OK')	image/png	etag:%22688ba464-2534%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/bnb.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/bnb.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:27	13550/13550	---M--	200	added ('OK')	image/png	etag:%22688ba464-34ee%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/ltc.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/ltc.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:28	964/964	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:30%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/js/spreads-home.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/js/spreads-home.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:28	56113/56113	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:30%20GMT	https://argotrading.mstoolsnetshop.com/terms	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/terms.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:28	56415/56415	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:30%20GMT	https://argotrading.mstoolsnetshop.com/privacy	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/privacy.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:30	23033/23033	---MCZ	200	added ('OK')	application/javascript	etag:W/%226763547c-59f9%22	https://cdn.gtranslate.net/widgets/latest/float.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/cdn.gtranslate.net/widgets/latest/float.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:31	69679/69679	---M--	200	added ('OK')	image/png	etag:%22688ba468-1102f%22	https://argotrading.mstoolsnetshop.com/dash/tether-usdt-logo.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/dash/tether-usdt-logo.png	(from https://argotrading.mstoolsnetshop.com/cryptocurrencies)
03:23:33	56113/56113	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:34%20GMT	https://argotrading.mstoolsnetshop.com/trading-conditions	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/trading-conditions.html	(from https://argotrading.mstoolsnetshop.com/shares)
03:23:33	242588/242588	---M--	200	added ('OK')	image/png	etag:%22688ba464-3b39c%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1t.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1t.png	(from https://argotrading.mstoolsnetshop.com/trade)
03:23:34	28026/28026	---M--	200	added ('OK')	image/png	etag:%22688ba464-6d7a%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/users.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/users.png	(from https://argotrading.mstoolsnetshop.com/about)
03:23:35	13608/13608	---M--	200	added ('OK')	image/png	etag:%22688ba464-3528%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/website.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/website.png	(from https://argotrading.mstoolsnetshop.com/about)
03:23:35	10910/10910	---M--	200	added ('OK')	image/png	etag:%22688ba464-2a9e%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/speed.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/speed.png	(from https://argotrading.mstoolsnetshop.com/about)
03:23:37	42855/42855	---M--	200	added ('OK')	image/png	etag:%22688ba464-a767%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/1497835.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/1497835.png	(from https://argotrading.mstoolsnetshop.com/about)
03:23:37	306232/306232	---M--	200	added ('OK')	image/png	etag:%22688ba464-4ac38%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1d.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/commission-scheme-crypt1d.png	(from https://argotrading.mstoolsnetshop.com/about)
03:23:37	44758/44758	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aed6-Y9Jjainq7V73/iNxbpVVmu955LM%22	https://cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js	(from https://argotrading.mstoolsnetshop.com/login)
03:23:38	49/49	---M--	302	error ('Found')	text/plain	date:Fri,%2029%20Aug%202025%2002:23:40%20GMT	https://unpkg.com/lucide@latest/dist/umd/lucide.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/unpkg.com/lucide@latest/dist/umd/lucide.3d.delayed	(from https://argotrading.mstoolsnetshop.com/login)
03:23:38	558560/558560	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2026%20Aug%202025%2011:23:48%20GMT	https://unpkg.com/lucide@0.542.0/dist/umd/lucide.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/unpkg.com/lucide@0.542.0/dist/umd/lucide.js	(from https://argotrading.mstoolsnetshop.com/login)
03:23:38	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:41%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/css/bootstrap.min.css	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/css/bootstrap.min.css	(from https://argotrading.mstoolsnetshop.com/login)
03:23:39	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:41%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/js/jquery.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/js/jquery.min.js	(from https://argotrading.mstoolsnetshop.com/login)
03:23:39	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:41%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/js/popper.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/js/popper.min.js	(from https://argotrading.mstoolsnetshop.com/login)
03:23:39	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:41%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/js/bootstrap.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/js/bootstrap.min.js	(from https://argotrading.mstoolsnetshop.com/login)
03:23:39	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:42%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/css/main.css	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/css/main.css	(from https://argotrading.mstoolsnetshop.com/login)
03:23:40	969/969	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:42%20GMT	https://argotrading.mstoolsnetshop.com/temp/custom/js/manifest.json	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/js/manifest.json	(from https://argotrading.mstoolsnetshop.com/login)
03:23:40	22860/22860	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:42%20GMT	https://argotrading.mstoolsnetshop.com/forgot-password	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/forgot-password.html	(from https://argotrading.mstoolsnetshop.com/login)
03:23:41	972/972	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:43%20GMT	https://argotrading.mstoolsnetshop.com/rules	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/rules.46.delayed	(from https://argotrading.mstoolsnetshop.com/register)
03:23:42	1587/1587	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:44%20GMT	https://translate.google.com/translate_a/elementa0d8.js?cb=googleTranslateElementInit	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/translate.google.com/translate_a/elementa0d8.47a0d8.delayed	(from https://argotrading.mstoolsnetshop.com/register)
